Description	ID	Arabidopsis	Medicago	Coffe
Medtr4g036280.1	Medtr4g036305.1_29229	0	1	0
Medtr4g036305.1	Medtr4g036320.1_29230	0	1	0
Medtr4g036320.1	Medtr4g036325.1_29231	0	1	0
Medtr4g036325.1	Medtr4g036335.1_29232	0	1	0
Medtr4g036335.1	Medtr4g036365.1_29233	0	1	0
Medtr4g036365.1	Medtr4g036385.1_29234	0	1	0
Medtr4g036385.1	Medtr4g036415.1_29235	0	2	0
Medtr4g036415.1	Medtr4g036430.1_29236	3	1	1
Medtr4g036430.1	Medtr4g036435.1_29237	0	1	0
Medtr4g036435.1	Medtr4g036440.1_29238	0	26	0
Medtr4g036440.1	Medtr4g036445.1_29239	0	1	0
Medtr4g036445.1	Medtr4g036465.1_29240	0	1	0
Medtr4g036465.1	Medtr4g036475.1_29241	0	1	0
Medtr4g036475.1	Medtr4g036480.1_29242	0	1	0
Medtr4g036480.1	Medtr4g036485.1_29243	0	1	0
Medtr4g036485.1	Medtr4g036495.1_29244	1	2	0
Medtr4g036495.1	Medtr4g036525.1_29245	1	1	1
Medtr4g036525.1	Medtr4g036550.1_29246	0	1	0
Medtr4g036550.1	Medtr4g036555.1_29247	1	1	1
Medtr4g036555.1	Medtr4g036580.1_29248	0	1	0
Medtr4g036580.1	Medtr4g036605.1_29249	0	1	0
Medtr4g036605.1	Medtr4g036610.1_29250	0	1	0
Medtr4g036610.1	Medtr4g036615.1_29251	0	1	0
Medtr4g036615.1	Medtr4g036620.1_29252	0	1	0
Medtr4g036620.1	Medtr4g036620.2_29253	0	1	1
Medtr4g036620.2	Medtr4g036630.1_29254	0	1	0
Medtr4g036630.1	Medtr4g036635.1_29255	0	1	0
Medtr4g036635.1	Medtr4g036675.2_29256	0	1	0
Medtr4g036675.2	Medtr4g036685.1_29257	2	2	1
Medtr4g036685.1	Medtr4g036715.1_29258	0	1	0
Medtr4g036715.1	Medtr4g036720.1_29259	0	1	0
Medtr4g036720.1	Medtr4g036765.1_29260	0	3	0
Medtr4g036765.1	Medtr4g036770.1_29261	0	1	0
Medtr4g036770.1	Medtr4g036775.1_29262	0	1	0
Medtr4g036775.1	Medtr4g036780.1_29263	0	2	0
Medtr4g036780.1	Medtr4g036785.1_29264	0	1	0
Medtr4g036785.1	Medtr4g036795.1_29265	0	1	0
Medtr4g036795.1	Medtr4g036800.1_29266	0	1	0
Medtr4g036800.1	Medtr4g036815.1_29267	0	1	0
Medtr4g036815.1	Medtr4g036835.2_29268	3	2	2
Medtr4g036835.2	Medtr4g036855.1_29269	1	4	1
Medtr4g036855.1	Medtr4g036890.1_29270	0	1	0
Medtr4g036890.1	Medtr4g036895.1_29271	0	1	0
Medtr4g036895.1	Medtr4g037045.1_29272	0	1	0
Medtr4g037045.1	Medtr4g037055.1_29273	0	1	0
Medtr4g037055.1	Medtr4g037080.1_29274	0	1	0
Medtr4g037080.1	Medtr4g037095.1_29275	0	1	0
Medtr4g037095.1	Medtr4g037115.1_29276	0	1	0
Medtr4g037115.1	Medtr4g037145.1_29277	1	3	1
Medtr4g037145.1	Medtr4g037245.1_29278	0	2	0
Medtr4g037245.1	Medtr4g037255.1_29279	0	1	0
Medtr4g037255.1	Medtr4g037265.1_29280	0	1	0
Medtr4g037265.1	Medtr4g037275.1_29281	0	1	0
Medtr4g037275.1	Medtr4g037285.1_29282	0	1	0
Medtr4g037285.1	Medtr4g037295.1_29283	0	1	0
Medtr4g037295.1	Medtr4g037305.2_29284	0	1	0
Medtr4g037305.2	Medtr4g037315.1_29285	0	2	0
Medtr4g037315.1	Medtr4g037355.1_29286	0	1	0
Medtr4g037355.1	Medtr4g037375.1_29287	0	1	0
Medtr4g037375.1	Medtr4g037440.1_29288	0	1	0
Medtr4g037440.1	Medtr4g037490.1_29289	0	1	0
Medtr4g037490.1	Medtr4g037495.1_29290	0	2	0
Medtr4g037495.1	Medtr4g037500.1_29291	1	1	0
Medtr4g037500.1	Medtr4g037505.1_29292	0	6	0
Medtr4g037505.1	Medtr4g037510.1_29293	2	3	1
Medtr4g037510.1	Medtr4g037515.1_29294	0	1	0
Medtr4g037515.1	Medtr4g037530.1_29295	4	2	1
Medtr4g037530.1	Medtr4g037555.1_29296	0	1	0
Medtr4g037555.1	Medtr4g037560.1_29297	0	6	0
Medtr4g037560.1	Medtr4g037575.2_29298	1	3	1
Medtr4g037575.2	Medtr4g037580.2_29299	0	2	1
Medtr4g037580.2	Medtr4g037585.1_29300	0	2	0
Medtr4g037585.1	Medtr4g037595.1_29301	0	1	0
Medtr4g037595.1	Medtr4g037660.1_29302	0	1	0
Medtr4g037660.1	Medtr4g037695.1_29303	0	2	0
Medtr4g037695.1	Medtr4g037710.1_29304	0	1	0
Medtr4g037710.1	Medtr4g037715.1_29305	0	1	0
Medtr4g037715.1	Medtr4g037725.1_29306	0	1	0
Medtr4g037725.1	Medtr4g037730.1_29307	0	1	0
Medtr4g037730.1	Medtr4g037745.1_29308	0	2	0
Medtr4g037745.1	Medtr4g038330.1_29309	2	1	1
Medtr4g038330.1	Medtr4g038340.1_29310	0	1	0
Medtr4g038340.1	Medtr4g038400.1_29311	0	1	0
Medtr4g038400.1	Medtr4g038410.1_29312	0	1	0
Medtr4g038410.1	Medtr4g038430.1_29313	0	1	0
Medtr4g038430.1	Medtr4g039330.1_29314	0	1	0
Medtr4g039330.1	Medtr4g039360.1_29315	0	1	0
Medtr4g039360.1	Medtr4g039400.1_29316	0	1	0
Medtr4g039400.1	Medtr4g039430.3_29317	0	1	0
Medtr4g039430.3	Medtr4g039450.1_29318	1	3	1
Medtr4g039450.1	Medtr4g039460.1_29319	0	1	0
Medtr4g039460.1	Medtr4g039490.1_29320	0	1	0
Medtr4g039490.1	Medtr4g039510.1_29321	0	1	0
Medtr4g039510.1	Medtr4g039540.1_29322	0	1	0
Medtr4g039540.1	Medtr4g039570.1_29323	0	1	0
Medtr4g039570.1	Medtr4g039640.1_29324	0	1	0
Medtr4g039640.1	Medtr4g039650.1_29325	0	3	0
Medtr4g039650.1	Medtr4g039740.1_29326	1	1	1
Medtr4g039740.1	Medtr4g039780.1_29327	13	7	6
Medtr4g039780.1	Medtr4g039790.1_29328	0	1	0
Medtr4g039790.1	Medtr4g039800.1_29329	0	1	0
Medtr4g039800.1	Medtr4g039810.1_29330	0	1	0
Medtr4g039810.1	Medtr4g039880.1_29331	0	1	0
Medtr4g039880.1	Medtr4g039930.1_29332	0	1	0
Medtr4g039930.1	Medtr4g039940.1_29333	0	1	0
Medtr4g039940.1	Medtr4g039945.1_29334	0	1	0
Medtr4g039945.1	Medtr4g040030.1_29335	0	1	0
Medtr4g040030.1	Medtr4g040040.1_29336	0	1	0
Medtr4g040040.1	Medtr4g040170.1_29337	0	1	0
Medtr4g040170.1	Medtr4g040340.1_29338	0	1	0
Medtr4g040340.1	Medtr4g040350.1_29339	0	1	0
Medtr4g040350.1	Medtr4g040380.1_29340	0	1	0
Medtr4g040380.1	Medtr4g040440.1_29341	0	1	0
Medtr4g040440.1	Medtr4g040450.1_29342	0	1	0
Medtr4g040450.1	Medtr4g040480.1_29343	0	1	0
Medtr4g040480.1	Medtr4g040530.1_29344	38	157	61
Medtr4g040530.1	Medtr4g040560.1_29345	0	1	0
Medtr4g040560.1	Medtr4g043560.1_29346	0	1	0
Medtr4g043560.1	Medtr4g043630.1_29347	0	1	0
Medtr4g043630.1	Medtr4g043640.1_29348	27	33	0
Medtr4g043640.1	Medtr4g043700.1_29349	0	1	0
Medtr4g043700.1	Medtr4g043715.1_29350	0	1	0
Medtr4g043715.1	Medtr4g043720.3_29351	0	1	0
Medtr4g043720.3	Medtr4g043730.1_29352	0	3	0
Medtr4g043730.1	Medtr4g043740.1_29353	0	1	0
Medtr4g043740.1	Medtr4g043750.1_29354	0	1	0
Medtr4g043750.1	Medtr4g043785.1_29355	0	1	0
Medtr4g043785.1	Medtr4g043930.1_29356	0	1	0
Medtr4g043930.1	Medtr4g043995.1_29357	0	1	0
Medtr4g043995.1	Medtr4g044010.1_29358	0	1	0
Medtr4g044010.1	Medtr4g044165.1_29359	0	1	0
Medtr4g044165.1	Medtr4g044357.1_29360	0	1	0
Medtr4g044357.1	Medtr4g044373.1_29361	0	1	0
Medtr4g044373.1	Medtr4g044383.1_29362	0	1	0
Medtr4g044383.1	Medtr4g044433.1_29363	0	1	0
Medtr4g044433.1	Medtr4g044447.1_29364	0	1	0
Medtr4g044447.1	Medtr4g044463.1_29365	0	1	0
Medtr4g044463.1	Medtr4g044663.1_29366	4	8	3
Medtr4g044663.1	Medtr4g044667.1_29367	0	1	1
Medtr4g044667.1	Medtr4g044740.1_29368	0	1	0
Medtr4g044740.1	Medtr4g045577.1_29369	0	1	0
Medtr4g045577.1	Medtr4g045617.1_29370	4	1	1
Medtr4g045617.1	Medtr4g045627.1_29371	0	1	0
Medtr4g045627.1	Medtr4g045640.1_29372	0	1	0
Medtr4g045640.1	Medtr4g045643.1_29373	0	1	0
Medtr4g045643.1	Medtr4g045663.1_29374	0	1	0
Medtr4g045663.1	Medtr4g045667.1_29375	0	1	0
Medtr4g045667.1	Medtr4g045683.1_29376	3	2	1
Medtr4g045683.1	Medtr4g045693.1_29377	0	1	0
Medtr4g045693.1	Medtr4g045710.1_29378	0	1	0
Medtr4g045710.1	Medtr4g045717.1_29379	0	1	0
Medtr4g045717.1	Medtr4g045720.1_29380	0	1	0
Medtr4g045720.1	Medtr4g045723.1_29381	0	1	0
Medtr4g045723.1	Medtr4g045730.1_29382	0	1	0
Medtr4g045730.1	Medtr4g045737.1_29383	0	2	0
Medtr4g045737.1	Medtr4g045740.1_29384	0	1	0
Medtr4g045740.1	Medtr4g045743.1_29385	0	1	0
Medtr4g045743.1	Medtr4g045750.1_29386	1	2	1
Medtr4g045750.1	Medtr4g045757.1_29387	0	1	0
Medtr4g045757.1	Medtr4g045760.1_29388	0	1	0
Medtr4g045760.1	Medtr4g045767.1_29389	0	1	0
Medtr4g045767.1	Medtr4g045783.1_29390	1	1	1
Medtr4g045783.1	Medtr4g045783.2_29391	1	1	0
Medtr4g045783.2	Medtr4g045787.1_29392	0	1	0
Medtr4g045787.1	Medtr4g045790.1_29393	0	1	0
Medtr4g045790.1	Medtr4g045800.1_29394	0	1	0
Medtr4g045800.1	Medtr4g045807.1_29395	0	1	0
Medtr4g045807.1	Medtr4g045813.1_29396	0	2	0
Medtr4g045813.1	Medtr4g045817.1_29397	0	1	0
Medtr4g045817.1	Medtr4g045840.1_29398	0	1	0
Medtr4g045840.1	Medtr4g045857.1_29399	0	1	0
Medtr4g045857.1	Medtr4g045870.1_29400	0	1	0
Medtr4g045870.1	Medtr4g045900.1_29401	0	1	0
Medtr4g045900.1	Medtr4g045907.1_29402	1	1	1
Medtr4g045907.1	Medtr4g045913.1_29403	0	1	0
Medtr4g045913.1	Medtr4g045917.1_29404	0	1	0
Medtr4g045917.1	Medtr4g045943.1_29405	0	1	0
Medtr4g045943.1	Medtr4g045973.1_29406	0	1	0
Medtr4g045973.1	Medtr4g045977.1_29407	0	1	0
Medtr4g045977.1	Medtr4g045980.1_29408	0	2	0
Medtr4g045980.1	Medtr4g045987.1_29409	1	2	1
Medtr4g045987.1	Medtr4g046003.1_29410	0	1	0
Medtr4g046003.1	Medtr4g046013.1_29411	0	1	0
Medtr4g046013.1	Medtr4g046020.1_29412	0	1	0
Medtr4g046020.1	Medtr4g046023.1_29413	0	1	0
Medtr4g046023.1	Medtr4g046027.1_29414	0	1	0
Medtr4g046027.1	Medtr4g046033.1_29415	0	1	0
Medtr4g046033.1	Medtr4g046037.1_29416	1	2	1
Medtr4g046037.1	Medtr4g046040.1_29417	0	1	0
Medtr4g046040.1	Medtr4g046047.1_29418	0	1	0
Medtr4g046047.1	Medtr4g046077.1_29419	1	1	1
Medtr4g046077.1	Medtr4g046080.1_29420	0	1	0
Medtr4g046080.1	Medtr4g046083.1_29421	0	1	0
Medtr4g046083.1	Medtr4g046090.1_29422	0	1	0
Medtr4g046090.1	Medtr4g046100.1_29423	0	1	0
Medtr4g046100.1	Medtr4g046107.1_29424	0	1	0
Medtr4g046107.1	Medtr4g046147.1_29425	0	1	0
Medtr4g046147.1	Medtr4g046153.1_29426	0	1	0
Medtr4g046153.1	Medtr4g046607.1_29427	0	1	0
Medtr4g046607.1	Medtr4g046657.1_29428	0	2	0
Medtr4g046657.1	Medtr4g046660.1_29429	0	1	0
Medtr4g046660.1	Medtr4g046663.1_29430	0	1	1
Medtr4g046663.1	Medtr4g046673.1_29431	0	1	0
Medtr4g046673.1	Medtr4g046683.1_29432	0	1	0
Medtr4g046683.1	Medtr4g046697.7_29433	0	1	0
Medtr4g046697.7	Medtr4g046697.8_29434	0	6	1
Medtr4g046697.8	Medtr4g046697.9_29435	0	2	0
Medtr4g046697.9	Medtr4g046700.1_29436	0	1	0
Medtr4g046700.1	Medtr4g046703.1_29437	0	1	0
Medtr4g046703.1	Medtr4g046707.1_29438	0	1	0
Medtr4g046707.1	Medtr4g046710.1_29439	2	1	1
Medtr4g046710.1	Medtr4g046720.1_29440	0	1	0
Medtr4g046720.1	Medtr4g046723.1_29441	0	1	1
Medtr4g046723.1	Medtr4g046740.1_29442	0	1	0
Medtr4g046740.1	Medtr4g046757.1_29443	0	1	0
Medtr4g046757.1	Medtr4g046780.1_29444	1	1	1
Medtr4g046780.1	Medtr4g046817.1_29445	2	3	1
Medtr4g046817.1	Medtr4g046820.1_29446	0	1	0
Medtr4g046820.1	Medtr4g046843.1_29447	0	1	0
Medtr4g046843.1	Medtr4g046847.1_29448	0	1	0
Medtr4g046847.1	Medtr4g046850.1_29449	0	1	0
Medtr4g046850.1	Medtr4g046867.1_29450	0	1	0
Medtr4g046867.1	Medtr4g046870.1_29451	0	1	0
Medtr4g046870.1	Medtr4g046877.1_29452	0	1	0
Medtr4g046877.1	Medtr4g047570.1_29453	4	2	3
Medtr4g047570.1	Medtr4g047640.1_29454	0	1	0
Medtr4g047640.1	Medtr4g047905.1_29455	0	1	0
Medtr4g047905.1	Medtr4g047920.1_29456	0	1	0
Medtr4g047920.1	Medtr4g047930.1_29457	0	1	0
Medtr4g047930.1	Medtr4g047975.1_29458	0	1	0
Medtr4g047975.1	Medtr4g048040.3_29459	0	1	0
Medtr4g048040.3	Medtr4g048070.1_29460	4	8	2
Medtr4g048070.1	Medtr4g048110.1_29461	0	1	0
Medtr4g048110.1	Medtr4g048170.1_29462	0	2	0
Medtr4g048170.1	Medtr4g048180.1_29463	0	1	0
Medtr4g048180.1	Medtr4g048190.1_29464	0	2	0
Medtr4g048190.1	Medtr4g048210.1_29465	4	6	2
Medtr4g048210.1	Medtr4g048220.2_29466	0	1	0
Medtr4g048220.2	Medtr4g048220.3_29467	2	2	1
Medtr4g048220.3	Medtr4g048220.4_29468	1	1	0
Medtr4g048220.4	Medtr4g048230.2_29469	0	1	0
Medtr4g048230.2	Medtr4g048240.1_29470	2	2	1
Medtr4g048240.1	Medtr4g048250.1_29471	0	1	0
Medtr4g048250.1	Medtr4g048280.1_29472	0	1	0
Medtr4g048280.1	Medtr4g048330.1_29473	0	1	0
Medtr4g048330.1	Medtr4g048360.1_29474	0	1	0
Medtr4g048360.1	Medtr4g048370.1_29475	0	3	0
Medtr4g048370.1	Medtr4g048530.2_29476	0	1	0
Medtr4g048530.2	Medtr4g048590.1_29477	0	1	0
Medtr4g048590.1	Medtr4g048610.1_29478	3	1	1
Medtr4g048610.1	Medtr4g048620.1_29479	0	1	0
Medtr4g048620.1	Medtr4g048680.1_29480	0	1	0
Medtr4g048680.1	Medtr4g049270.1_29481	0	1	0
Medtr4g049270.1	Medtr4g049300.1_29482	0	1	0
Medtr4g049300.1	Medtr4g049300.2_29483	0	1	0
Medtr4g049300.2	Medtr4g049350.1_29484	0	1	0
Medtr4g049350.1	Medtr4g049400.1_29485	0	1	0
Medtr4g049400.1	Medtr4g049410.1_29486	0	1	0
Medtr4g049410.1	Medtr4g049450.1_29487	0	2	0
Medtr4g049450.1	Medtr4g049480.1_29488	0	1	0
Medtr4g049480.1	Medtr4g049520.1_29489	0	1	0
Medtr4g049520.1	Medtr4g049540.1_29490	0	1	0
Medtr4g049540.1	Medtr4g049620.1_29491	5	4	3
Medtr4g049620.1	Medtr4g049770.1_29492	0	1	0
Medtr4g049770.1	Medtr4g049790.1_29493	0	1	0
Medtr4g049790.1	Medtr4g049830.1_29494	4	12	2
Medtr4g049830.1	Medtr4g049970.1_29495	1	1	1
Medtr4g049970.1	Medtr4g050010.1_29496	0	4	0
Medtr4g050010.1	Medtr4g050040.1_29497	0	1	0
Medtr4g050040.1	Medtr4g050060.1_29498	0	1	0
Medtr4g050060.1	Medtr4g050100.1_29499	1	2	1
Medtr4g050100.1	Medtr4g050120.1_29500	0	1	0
Medtr4g050120.1	Medtr4g050150.1_29501	1	1	1
Medtr4g050150.1	Medtr4g050180.2_29502	0	1	0
Medtr4g050180.2	Medtr4g050255.1_29503	1	2	1
Medtr4g050255.1	Medtr4g050295.1_29504	0	1	0
Medtr4g050295.1	Medtr4g050330.1_29505	0	2	0
Medtr4g050330.1	Medtr4g050400.1_29506	3	1	0
Medtr4g050400.1	Medtr4g050430.1_29507	0	1	0
Medtr4g050430.1	Medtr4g050460.1_29508	0	1	0
Medtr4g050460.1	Medtr4g050480.3_29509	0	1	0
Medtr4g050480.3	Medtr4g050490.1_29510	0	3	0
Medtr4g050490.1	Medtr4g050500.1_29511	2	1	1
Medtr4g050500.1	Medtr4g050510.1_29512	0	1	0
Medtr4g050510.1	Medtr4g050530.1_29513	0	1	0
Medtr4g050530.1	Medtr4g050590.1_29514	0	1	0
Medtr4g050590.1	Medtr4g050610.1_29515	2	1	1
Medtr4g050610.1	Medtr4g050650.1_29516	0	1	0
Medtr4g050650.1	Medtr4g050660.1_29517	0	2	0
Medtr4g050660.1	Medtr4g050743.1_29518	0	2	0
Medtr4g050743.1	Medtr4g050747.1_29519	0	2	0
Medtr4g050747.1	Medtr4g050765.1_29520	0	2	0
Medtr4g050765.1	Medtr4g050770.1_29521	3	3	2
Medtr4g050770.1	Medtr4g050810.1_29522	0	2	0
Medtr4g050810.1	Medtr4g050830.1_29523	0	1	0
Medtr4g050830.1	Medtr4g050840.1_29524	0	4	0
Medtr4g050840.1	Medtr4g050850.1_29525	0	1	0
Medtr4g050850.1	Medtr4g050860.1_29526	0	1	0
Medtr4g050860.1	Medtr4g050863.1_29527	1	2	0
Medtr4g050863.1	Medtr4g050880.1_29528	0	1	0
Medtr4g050880.1	Medtr4g050930.1_29529	1	1	0
Medtr4g050930.1	Medtr4g050940.1_29530	0	2	0
Medtr4g050940.1	Medtr4g050950.1_29531	0	1	0
Medtr4g050950.1	Medtr4g050960.1_29532	2	3	0
Medtr4g050960.1	Medtr4g051010.1_29533	1	1	0
Medtr4g051010.1	Medtr4g051040.1_29534	0	1	0
Medtr4g051040.1	Medtr4g051093.1_29535	0	2	0
Medtr4g051093.1	Medtr4g051097.1_29536	0	1	0
Medtr4g051097.1	Medtr4g051103.1_29537	1	1	0
Medtr4g051103.1	Medtr4g051120.1_29538	1	2	0
Medtr4g051120.1	Medtr4g051130.1_29539	1	1	0
Medtr4g051130.1	Medtr4g051153.1_29540	0	1	0
Medtr4g051153.1	Medtr4g051177.1_29541	0	1	0
Medtr4g051177.1	Medtr4g051210.1_29542	0	1	0
Medtr4g051210.1	Medtr4g051213.1_29543	1	1	0
Medtr4g051213.1	Medtr4g051220.1_29544	0	2	0
Medtr4g051220.1	Medtr4g051245.1_29545	1	1	0
Medtr4g051245.1	Medtr4g051330.1_29546	3	1	0
Medtr4g051330.1	Medtr4g051340.1_29547	0	1	0
Medtr4g051340.1	Medtr4g051350.1_29548	0	1	0
Medtr4g051350.1	Medtr4g051370.1_29549	0	1	0
Medtr4g051370.1	Medtr4g051375.1_29550	2	2	0
Medtr4g051375.1	Medtr4g051380.1_29551	0	1	0
Medtr4g051380.1	Medtr4g051390.1_29552	0	2	0
Medtr4g051390.1	Medtr4g051410.1_29553	1	2	0
Medtr4g051410.1	Medtr4g051420.1_29554	1	3	0
Medtr4g051420.1	Medtr4g051430.1_29555	1	2	0
Medtr4g051430.1	Medtr4g051435.1_29556	0	1	0
Medtr4g051435.1	Medtr4g051450.1_29557	0	1	0
Medtr4g051450.1	Medtr4g051470.1_29558	0	1	0
Medtr4g051470.1	Medtr4g051492.1_29559	0	1	0
Medtr4g051492.1	Medtr4g051502.1_29560	0	1	0
Medtr4g051502.1	Medtr4g051508.1_29561	0	1	0
Medtr4g051508.1	Medtr4g051518.2_29562	0	1	0
Medtr4g051518.2	Medtr4g051538.1_29563	0	2	0
Medtr4g051538.1	Medtr4g051540.1_29564	0	1	0
Medtr4g051540.1	Medtr4g051542.1_29565	0	1	0
Medtr4g051542.1	Medtr4g051548.1_29566	0	1	0
Medtr4g051548.1	Medtr4g051552.1_29567	0	1	0
Medtr4g051552.1	Medtr4g051555.1_29568	0	1	0
Medtr4g051555.1	Medtr4g051560.1_29569	0	1	0
Medtr4g051560.1	Medtr4g051562.1_29570	0	1	0
Medtr4g051562.1	Medtr4g051568.1_29571	0	1	0
Medtr4g051568.1	Medtr4g051575.1_29572	0	1	0
Medtr4g051575.1	Medtr4g051575.2_29573	5	7	3
Medtr4g051575.2	Medtr4g051608.1_29574	0	1	0
Medtr4g051608.1	Medtr4g051612.1_29575	0	1	0
Medtr4g051612.1	Medtr4g051615.1_29576	0	1	0
Medtr4g051615.1	Medtr4g051618.1_29577	0	1	0
Medtr4g051618.1	Medtr4g051638.1_29578	0	1	0
Medtr4g051638.1	Medtr4g051640.1_29579	0	1	0
Medtr4g051640.1	Medtr4g051645.1_29580	0	1	0
Medtr4g051645.1	Medtr4g051648.1_29581	3	2	2
Medtr4g051648.1	Medtr4g051652.1_29582	1	1	1
Medtr4g051652.1	Medtr4g051658.1_29583	0	2	0
Medtr4g051658.1	Medtr4g051665.1_29584	0	1	0
Medtr4g051665.1	Medtr4g051668.1_29585	0	1	0
Medtr4g051668.1	Medtr4g051672.1_29586	0	1	0
Medtr4g051672.1	Medtr4g051675.1_29587	0	1	0
Medtr4g051675.1	Medtr4g051688.1_29588	0	1	0
Medtr4g051688.1	Medtr4g051695.1_29589	0	2	0
Medtr4g051695.1	Medtr4g051745.1_29590	0	1	0
Medtr4g051745.1	Medtr4g051748.1_29591	0	2	0
Medtr4g051748.1	Medtr4g051820.1_29592	0	4	0
Medtr4g051820.1	Medtr4g051830.1_29593	0	1	0
Medtr4g051830.1	Medtr4g051870.1_29594	0	1	0
Medtr4g051870.1	Medtr4g051890.1_29595	0	1	0
Medtr4g051890.1	Medtr4g051980.1_29596	0	2	0
Medtr4g051980.1	Medtr4g052000.1_29597	0	2	0
Medtr4g052000.1	Medtr4g052010.1_29598	5	2	2
Medtr4g052010.1	Medtr4g052030.1_29599	1	1	1
Medtr4g052030.1	Medtr4g052060.1_29600	0	1	0
Medtr4g052060.1	Medtr4g052080.1_29601	2	4	2
Medtr4g052080.1	Medtr4g052090.1_29602	0	1	0
Medtr4g052090.1	Medtr4g052130.1_29603	0	1	0
Medtr4g052130.1	Medtr4g052190.1_29604	0	1	0
Medtr4g052190.1	Medtr4g052200.1_29605	0	3	0
Medtr4g052200.1	Medtr4g052250.1_29606	0	1	0
Medtr4g052250.1	Medtr4g052260.1_29607	0	1	0
Medtr4g052260.1	Medtr4g052270.1_29608	0	1	0
Medtr4g052270.1	Medtr4g052330.1_29609	0	1	0
Medtr4g052330.1	Medtr4g052370.1_29610	0	1	0
Medtr4g052370.1	Medtr4g052390.1_29611	0	1	0
Medtr4g052390.1	Medtr4g052400.2_29612	5	2	1
Medtr4g052400.2	Medtr4g052500.1_29613	0	1	0
Medtr4g052500.1	Medtr4g052530.2_29614	0	1	0
Medtr4g052530.2	Medtr4g052600.1_29615	1	2	1
Medtr4g052600.1	Medtr4g052640.1_29616	0	1	0
Medtr4g052640.1	Medtr4g052710.1_29617	0	1	0
Medtr4g052710.1	Medtr4g052790.1_29618	0	1	0
Medtr4g052790.1	Medtr4g052830.1_29619	0	1	0
Medtr4g052830.1	Medtr4g052840.1_29620	0	1	0
Medtr4g052840.1	Medtr4g052850.1_29621	1	1	1
Medtr4g052850.1	Medtr4g052870.1_29622	0	1	0
Medtr4g052870.1	Medtr4g052910.1_29623	0	1	0
Medtr4g052910.1	Medtr4g052910.3_29624	0	1	0
Medtr4g052910.3	Medtr4g052920.1_29625	1	2	0
Medtr4g052920.1	Medtr4g052930.1_29626	0	1	0
Medtr4g052930.1	Medtr4g052940.4_29627	1	1	1
Medtr4g052940.4	Medtr4g052950.1_29628	0	1	0
Medtr4g052950.1	Medtr4g052980.1_29629	0	1	1
Medtr4g052980.1	Medtr4g053185.1_29630	0	1	0
Medtr4g053185.1	Medtr4g053195.1_29631	0	1	0
Medtr4g053195.1	Medtr4g053250.3_29632	0	1	0
Medtr4g053250.3	Medtr4g053290.1_29633	2	5	0
Medtr4g053290.1	Medtr4g053300.1_29634	2	1	1
Medtr4g053300.1	Medtr4g053310.1_29635	0	1	0
Medtr4g053310.1	Medtr4g053320.1_29636	0	1	0
Medtr4g053320.1	Medtr4g053350.2_29637	0	1	0
Medtr4g053350.2	Medtr4g053370.1_29638	1	3	1
Medtr4g053370.1	Medtr4g053410.1_29639	1	1	0
Medtr4g053410.1	Medtr4g053410.3_29640	1	1	1
Medtr4g053410.3	Medtr4g053430.1_29641	0	2	0
Medtr4g053430.1	Medtr4g053480.1_29642	1	1	1
Medtr4g053480.1	Medtr4g053490.1_29643	0	1	0
Medtr4g053490.1	Medtr4g053500.1_29644	0	1	0
Medtr4g053500.1	Medtr4g053510.1_29645	0	1	0
Medtr4g053510.1	Medtr4g053520.1_29646	0	1	0
Medtr4g053520.1	Medtr4g053530.1_29647	1	1	1
Medtr4g053530.1	Medtr4g053550.1_29648	1	1	0
Medtr4g053550.1	Medtr4g053580.1_29649	0	1	0
Medtr4g053580.1	Medtr4g053655.1_29650	0	1	0
Medtr4g053655.1	Medtr4g053665.1_29651	0	1	0
Medtr4g053665.1	Medtr4g053675.1_29652	0	2	0
Medtr4g053675.1	Medtr4g053685.1_29653	2	2	2
Medtr4g053685.1	Medtr4g053775.1_29654	0	1	0
Medtr4g053775.1	Medtr4g053825.1_29655	0	1	0
Medtr4g053825.1	Medtr4g053883.1_29656	0	2	0
Medtr4g053883.1	Medtr4g053887.1_29657	0	1	0
Medtr4g053887.1	Medtr4g053902.1_29658	0	1	0
Medtr4g053902.1	Medtr4g053905.1_29659	0	1	0
Medtr4g053905.1	Medtr4g053908.1_29660	0	1	0
Medtr4g053908.1	Medtr4g053980.1_29661	0	1	0
Medtr4g053980.1	Medtr4g054090.1_29662	0	1	0
Medtr4g054090.1	Medtr4g054170.1_29663	0	1	0
Medtr4g054170.1	Medtr4g054200.1_29664	0	2	0
Medtr4g054200.1	Medtr4g054220.1_29665	0	1	0
Medtr4g054220.1	Medtr4g054230.1_29666	0	1	0
Medtr4g054230.1	Medtr4g054245.1_29667	0	1	0
Medtr4g054245.1	Medtr4g054260.1_29668	0	5	0
Medtr4g054260.1	Medtr4g054265.1_29669	0	1	0
Medtr4g054265.1	Medtr4g054275.1_29670	0	1	0
Medtr4g054275.1	Medtr4g054320.1_29671	0	1	0
Medtr4g054320.1	Medtr4g054405.1_29672	0	1	0
Medtr4g054405.1	Medtr4g054580.1_29673	0	1	0
Medtr4g054580.1	Medtr4g054775.1_29674	0	1	0
Medtr4g054775.1	Medtr4g054850.1_29675	0	1	0
Medtr4g054850.1	Medtr4g054865.1_29676	0	1	0
Medtr4g054865.1	Medtr4g054890.1_29677	0	1	0
Medtr4g054890.1	Medtr4g054900.1_29678	0	1	0
